en,lv,description,file,hash
Copied only when the value is not inherit.,"Kopēts tikai tad, ja vērtība nav inherit.",,site/modules/Ichiban/ProcessIchiban.module.php,26f5e971c7d642983712af156444ddc7
Copied only when the value is not inherit; otherwise Ichiban defaults to included.,"Kopēts tikai tad, ja vērtība nav inherit; pretējā gadījumā Ichiban pēc noklusējuma ir iekļauts.",,site/modules/Ichiban/ProcessIchiban.module.php,b47fedd4584c551ec79be26f71ff7f9f
Copied as the page-level sitemap priority.,Kopēts kā lapas līmeņa vietnes kartes prioritāte.,,site/modules/Ichiban/ProcessIchiban.module.php,2612b522c46c4a297a91f7a0b466d9bc
Copied as the page-level change frequency.,Kopēts kā lapas līmeņa maiņas biežums.,,site/modules/Ichiban/ProcessIchiban.module.php,ba173a09bd5663626abf06d1d17c0bf9
Data mapping,Datu kartēšana,,site/modules/Ichiban/ProcessIchiban.module.php,e4ba3304db42b31af4707c0c3d7b332b
Schema type defaults to WebPage,Shēmas tips pēc noklusējuma ir Web lapa,,site/modules/Ichiban/ProcessIchiban.module.php,55b011f515642256f8b7b158ca540931
What moves,Kas kustas,,site/modules/Ichiban/ProcessIchiban.module.php,8af23e5c696200bada06372ecbc8f832
Field tokens,Lauka žetoni,,site/modules/Ichiban/ProcessIchiban.module.php,677b1ea8ae4decc1f5986dd983248cde
Backup,Dublējums,,site/modules/Ichiban/ProcessIchiban.module.php,3500ba09d0538297440ca620c9dd46bf
Duplicate Ichiban fields detected,Konstatēti Ichiban lauku dublikāti,,site/modules/Ichiban/ProcessIchiban.module.php,d6fb57faa1c48b0de3719ef0cf38ce65
This site has more than one FieldtypeIchiban field. Ichiban will keep %s as the canonical SEO field and can remove %s from templates after backing up both tables.,Šajā vietnē ir vairāk nekā viens lauks FieldtypeIchiban. Ichiban saglabās %s kā kanonisko SEO lauku un var noņemt %s no veidnēm pēc abu tabulu dublēšanas.,,site/modules/Ichiban/ProcessIchiban.module.php,ecc74abd82c584b28d88e3e469a62273
"Backup both tables, copy missing rows into seo, and remove the duplicate field from templates?","Vai dublēt abas tabulas, kopēt trūkstošās rindas SEO un noņemt dublikātu no veidnēm?",,site/modules/Ichiban/ProcessIchiban.module.php,5f8e2d56c22060808c3d63f7dd43246e
Schema Builder,Shēmu veidotājs,,site/modules/Ichiban/ProcessIchiban.module.php,4be02862798fb8a7f780a94f2c62cf7c
Schema builder mappings saved.,Shēmas veidotāja kartējumi saglabāti.,,site/modules/Ichiban/ProcessIchiban.module.php,9b6769725cbc5375769b5e538b2fe18e
"Create Schema.org nodes in a database-backed builder. Pick a type, choose templates, then map schema properties to ProcessWire fields or source expressions.","Izveidojiet Schema.org mezglus datu bāzes veidotājā. Izvēlieties veidu, izvēlieties veidnes, pēc tam kartējiet shēmas rekvizītus uz ProcessWire laukiem vai avota izteiksmēm.",,site/modules/Ichiban/ProcessIchiban.module.php,7886b38e0032a933dba52f031169d272
Save Schemas,Saglabāt shēmas,,site/modules/Ichiban/ProcessIchiban.module.php,4b90b6f8b5e78d0d81048d52869b7318
AI,AI,,site/modules/Ichiban/ProcessIchiban.module.php,0a40e3c91a3a55c9a37428c6d194d0e5
SEO AI,SEO AI,,site/modules/Ichiban/ProcessIchiban.module.php,a94745b00e5ed823953a8c28ff741c2d
AI workspace is in development,AI darbvieta tiek izstrādāta,,site/modules/Ichiban/ProcessIchiban.module.php,58638440f29a5990eb547152e33298c6
"This page will become the AI area for SEO suggestions, metadata drafts, schema help, and report summaries. It sends requests through Squad and attaches exported Context files to test requests when available.","Šī lapa kļūs par AI apgabalu SEO ieteikumiem, metadatu melnrakstiem, shēmu palīdzībai un pārskatu kopsavilkumiem. Tas nosūta pieprasījumus, izmantojot Squad, un pievieno eksportētos konteksta failus, lai pārbaudītu pieprasījumus, kad tie ir pieejami.",,site/modules/Ichiban/ProcessIchiban.module.php,68d72f179379ad123114bc318de11d1a
Configured,Konfigurēts,,site/modules/Ichiban/ProcessIchiban.module.php,61aa63eb3ac1c3408640463ee5fe8aa3
Provider: %s,Piegādātājs: %s,,site/modules/Ichiban/ProcessIchiban.module.php,4c2d04983cfbca7ad6fad0bae11b7618
Model: %s,Modelis: %s,,site/modules/Ichiban/ProcessIchiban.module.php,33d0e5d99493052d203cd308fb3604df
Context files: %s,Konteksta faili: %s,,site/modules/Ichiban/ProcessIchiban.module.php,2f86fdbafdbb907d769846547ecf8695
Open AI settings,Atveriet AI iestatījumus,,site/modules/Ichiban/ProcessIchiban.module.php,a15876382b98ed526e73a6678d66c5fc
Test AI request,Pārbaudiet AI pieprasījumu,,site/modules/Ichiban/ProcessIchiban.module.php,b9b6387278ff7b8ea04568bdc5725fa3
Run test,Izpildīt testu,,site/modules/Ichiban/ProcessIchiban.module.php,0b9171fc5e063b1e00b222d6b63bf733
AI request failed,AI pieprasījums neizdevās,,site/modules/Ichiban/ProcessIchiban.module.php,87ad7e70a6d54017a933389a756211ed
Model: %s · %d ms,Modelis: %s · %d ms,,site/modules/Ichiban/ProcessIchiban.module.php,3b158020fa009a28c258d3e9b625c4be
"The provider returned an empty message body. Try another model, increase Max tokens, or reduce the Context files sent with the request.","Pakalpojumu sniedzējs atgrieza tukšu ziņojuma pamattekstu. Izmēģiniet citu modeli, palieliniet maksimālo marķieru skaitu vai samaziniet kopā ar pieprasījumu nosūtīto konteksta failu skaitu.",,site/modules/Ichiban/ProcessIchiban.module.php,d8113f4d1f649caa4b106d7991e41488
Audit suggestions,Audita ieteikumi,,site/modules/Ichiban/ProcessIchiban.module.php,81670a3d543b3cb8d20b73590dd404ae
Find practical SEO fixes from Context data.,Atrodiet praktiskus SEO labojumus no konteksta datiem.,,site/modules/Ichiban/ProcessIchiban.module.php,bc3f46852275ab8a7da99fc77f4ecb83
"Using the attached Context export, give me 5 practical SEO improvements for the current site in concise bullets. Mention which pages, templates, or fields you used.","Izmantojot pievienoto konteksta eksportu, sniedziet man 5 praktiskus SEO uzlabojumus pašreizējai vietnei īsos aizzīmēs. Norādiet, kuras lapas, veidnes vai laukus izmantojāt.",,site/modules/Ichiban/ProcessIchiban.module.php,e8ae2b3c6a0a742b12adc05ec70eabd6
Metadata drafts,Metadatu melnraksti,,site/modules/Ichiban/ProcessIchiban.module.php,e0009b3babfad929a1e79a3fde429cfb
Draft titles and descriptions for priority pages.,Prioritāro lapu virsraksti un apraksti.,,site/modules/Ichiban/ProcessIchiban.module.php,5b4cfeb5da3859b0aaa72a2a2c5b4dfb
"Using the attached Context export, choose 5 priority pages or templates that need stronger metadata. For each one, draft an SEO title under 60 characters and a meta description under 155 characters.","Izmantojot pievienoto konteksta eksportēšanu, izvēlieties 5 prioritārās lapas vai veidnes, kurām nepieciešami spēcīgāki metadati. Katram no tiem izveidojiet SEO virsrakstu, kas nepārsniedz 60 rakstzīmes, un metaaprakstu, kura garums nepārsniedz 155 rakstzīmes.",,site/modules/Ichiban/ProcessIchiban.module.php,9c68d8f6810e4440651644cf7d230f9a
Schema help,Shēmas palīdzība,,site/modules/Ichiban/ProcessIchiban.module.php,b89e539ac27b0832f7e028f4406d7fc8
Recommend Schema.org mappings.,Ieteikt Schema.org kartējumus.,,site/modules/Ichiban/ProcessIchiban.module.php,ab3d845693af768bda668c493bfa6b18
"Using the attached Context export and the existing ProcessWire templates/fields, suggest Schema.org types and field mappings for the most important page templates. Include source fields such as field:title or field:summary when possible.","Izmantojot pievienoto konteksta eksportēšanu un esošās ProcessWire veidnes/laukus, iesakiet Schema.org veidus un lauku kartējumus svarīgākajām lapu veidnēm. Ja iespējams, iekļaujiet avota laukus, piemēram, lauks:nosaukums vai lauks:kopsavilkums.",,site/modules/Ichiban/ProcessIchiban.module.php,695eec73706fbfb2558272a701fc0ca5
Report summary,Ziņojuma kopsavilkums,,site/modules/Ichiban/ProcessIchiban.module.php,5031d2669ceb39cf9e3c5bd8071b3ae6
Prepare a client-friendly report brief.,Sagatavojiet klientam draudzīgu ziņojumu.,,site/modules/Ichiban/ProcessIchiban.module.php,cf7924d73a558815529be20b2e23e192
"Using the attached Context export, write a concise client-friendly SEO report summary: current site structure, biggest opportunities, risks, and next actions. Keep it suitable for a monthly report.","Izmantojot pievienoto konteksta eksportu, uzrakstiet īsu, klientam draudzīgu SEO pārskata kopsavilkumu: pašreizējā vietnes struktūra, lielākās iespējas, riski un nākamās darbības. Saglabājiet to piemērotu ikmēneša pārskatam.",,site/modules/Ichiban/ProcessIchiban.module.php,91dca7d21d99ef20ce8c18e05e1fef82
No templates,Nav veidņu,,site/modules/Ichiban/ProcessIchiban.module.php,28b80975b6641681ee6985abaf438677
Enabled,Iespējots,,site/modules/Ichiban/ProcessIchiban.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Remove,Noņemt,,site/modules/Ichiban/ProcessIchiban.module.php,1063e38cb53d94d386f21227fcd84717
Name,Vārds,,site/modules/Ichiban/ProcessIchiban.module.php,49ee3087348e8d44e1feda1917443987
Schema type,Shēmas veids,,site/modules/Ichiban/ProcessIchiban.module.php,6cb6f90e022d55db3527e3a1dfc8938c
Custom type,Pielāgots veids,,site/modules/Ichiban/ProcessIchiban.module.php,a1e88efea9b9183d6eda122b47621799
Templates,Veidnes,,site/modules/Ichiban/ProcessIchiban.module.php,7df96b18c230f90ada0a9e2307226338
Property,Īpašums,,site/modules/Ichiban/ProcessIchiban.module.php,5ad234cb2cde4266195252a23ca7d84e
Add property,Pievienot īpašumu,,site/modules/Ichiban/ProcessIchiban.module.php,9820ade036bf1bdf80c0b7da24a4ce0a
"Use sources like field:title, field:summary|truncate:160, {legacy_field}, custom text, or empty string.","Izmantojiet tādus avotus kā lauks:nosaukums, lauks:kopsavilkums|saīsināts:160, {legacy_field}, pielāgots teksts vai tukša virkne.",,site/modules/Ichiban/ProcessIchiban.module.php,5d5850034cd862f5ad9ac01d88e8737a
Choose property,Izvēlieties īpašumu,,site/modules/Ichiban/ProcessIchiban.module.php,832f6c69c10f614bfc3f39fca3fa79a3
Settings,Iestatījumi,,site/modules/Ichiban/ProcessIchiban.module.php,f4f70727dc34561dfde1a3c529b6205c
Settings saved.,Iestatījumi saglabāti.,,site/modules/Ichiban/ProcessIchiban.module.php,9a7e58ee13cb727cb7c4acc68f4cafe5
IndexNow key file written to the site root.,"IndexNow atslēgas fails, kas ierakstīts vietnes saknē.",,site/modules/Ichiban/ProcessIchiban.module.php,bbe9cac2bd7214dd42fa87c1d3310cca
"IndexNow key saved, but the key file could not be written. Create {key}.txt in the site root with the key as file content.","IndexNow atslēga ir saglabāta, bet atslēgas failu nevarēja ierakstīt. Izveidojiet {key}.txt vietnes saknē, izmantojot atslēgu kā faila saturu.",,site/modules/Ichiban/ProcessIchiban.module.php,6dae63cfd122c66d6dc9c80f8e71e0c3
Generate IndexNow key,Ģenerējiet atslēgu IndexNow,,site/modules/Ichiban/ProcessIchiban.module.php,fba9358e873c7da283059409a1aa5af4
Index not built.,Indekss nav izveidots.,,site/modules/Ichiban/ProcessIchiban.module.php,d72eeb9fd15cc6d09c7489cc5aaa2611
No duplicate Ichiban fields were found.,Ichiban lauku dublikāti netika atrasti.,,site/modules/Ichiban/ProcessIchiban.module.php,0041723d30b258f7a5cbe7fda42a95b6
Could not determine which Ichiban fields to repair.,"Nevarēja noteikt, kurus Ichiban laukus labot.",,site/modules/Ichiban/ProcessIchiban.module.php,32b4780ab052a71a880cf77376d3b32c
Unsafe table name.,Nedrošs tabulas nosaukums.,,site/modules/Ichiban/ProcessIchiban.module.php,bf2df6ddc3f272967c57ed6ea1e41651
Missing field name.,Trūkst lauka nosaukuma.,,site/modules/Ichiban/ProcessIchiban.module.php,9cc245e7bd7598fb5b60e2de1879597e
"Field ""%s"" was not found.","Lauks ""%s"" netika atrasts.",,site/modules/Ichiban/ProcessIchiban.module.php,326a81e081d9f0197c9a82f2ae686307
"Field ""%s"" is not a SeoMaestro field.","Lauks ""%s"" nav SeoMaestro lauks.",,site/modules/Ichiban/ProcessIchiban.module.php,9ecc4264a15d5ee8894b4622e57655e1
FieldtypeIchiban is not installed.,FieldtypeIchiban nav instalēts.,,site/modules/Ichiban/ProcessIchiban.module.php,ddf369cb3c27c74e216cc807db87a695
Ichiban update available,Ir pieejams Ichiban atjauninājums,,site/modules/Ichiban/ProcessIchiban.module.php,d5d50555a6b134676bfa68b8214f55e7
Current version: %1$s. Latest release: %2$s.,Pašreizējā versija: %1$s. Jaunākais izlaidums: %2$s.,,site/modules/Ichiban/ProcessIchiban.module.php,a1264567db4ccd92abab2609f1c5eeb1
View Release,Skatīt izlaidumu,,site/modules/Ichiban/ProcessIchiban.module.php,32bd7c15ef41da577392bafa94bb5e69
Install Update,Instalējiet atjauninājumu,,site/modules/Ichiban/ProcessIchiban.module.php,e71c710a80f4adca5e6ec5b09260c6b5
Enable Installer,Iespējot instalētāju,,site/modules/Ichiban/ProcessIchiban.module.php,393d9ef01d115a2489c4d8d9f0495c6f
Brand Name,Zīmola nosaukums,,site/modules/Ichiban/ProcessIchiban.module.php,3bca44e521736d1aab2b489ee96543dc
Legal Name,Juridiskais nosaukums,,site/modules/Ichiban/ProcessIchiban.module.php,0bf8ec7aacced3ad2fe3760db576c2ef
Tagline,Tagline,,site/modules/Ichiban/ProcessIchiban.module.php,122a05774113cd494d44a50e17914937
Site URL,Vietnes URL,,site/modules/Ichiban/ProcessIchiban.module.php,1bacb9caa60813ee730288d7dd95e7fc
Logo URL,Logotipa URL,,site/modules/Ichiban/ProcessIchiban.module.php,ff54f6a00ee1ee7da7944f850d9e57f9
Default Open Graph Image,Noklusējuma atvērtā grafika attēls,,site/modules/Ichiban/ProcessIchiban.module.php,8727779b3e7ed18611f26b857623b271
Email,E-pasts,,site/modules/Ichiban/ProcessIchiban.module.php,ce8ae9da5b7cd6c3df2929543a9af92d
Phone,Tālrunis,,site/modules/Ichiban/ProcessIchiban.module.php,bcc254b55c4a1babdf1dcb82c207506b
Street Address,Adrese,,site/modules/Ichiban/ProcessIchiban.module.php,aaff974958972c1d45d45cb3b77bff79
Postal Code,Pasta indekss,,site/modules/Ichiban/ProcessIchiban.module.php,25f75488c91cb6c3bab92672e479619f
Locality,Vieta,,site/modules/Ichiban/ProcessIchiban.module.php,4aaf3af65a7f57e59c6088c1ef86b5e1
Region,Reģions,,site/modules/Ichiban/ProcessIchiban.module.php,f447ac856e7e72435904956e3b15f433
Country,Valsts,,site/modules/Ichiban/ProcessIchiban.module.php,59716c97497eb9694541f7c3d37b1a4d
Facebook Profile,Facebook profils,,site/modules/Ichiban/ProcessIchiban.module.php,d208b1fb6ef583247fa9a79a46690e37
Instagram Profile,Instagram profils,,site/modules/Ichiban/ProcessIchiban.module.php,2efbe96dcba1ed23149b2e8da3e3a165
LinkedIn Profile,LinkedIn profils,,site/modules/Ichiban/ProcessIchiban.module.php,44f8c1c39170a400538da907f2846b4a
YouTube Channel,YouTube kanāls,,site/modules/Ichiban/ProcessIchiban.module.php,960078a66b70f750dc2ac99353dfc7aa
GitHub Profile,GitHub profils,,site/modules/Ichiban/ProcessIchiban.module.php,2b379d4e18c7d3b72104978b9d568599
X/Twitter Profile,X/Twitter profils,,site/modules/Ichiban/ProcessIchiban.module.php,409f4d6d66f6efc8280043786d3fc79b
Entity Type,Entītijas veids,,site/modules/Ichiban/ProcessIchiban.module.php,59a4e567964574e7e7298d0276c2d64f
Schema Name Override,Shēmas nosaukuma ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,6db2e2d4b291a5ada458250047437926
Schema URL Override,Shēmas URL ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,454f27b994645e2a9a8e78bfe073f2dd
Schema Logo Override,Shēmas logotipa ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,daa2ac03b316ce357aecc21c22232974
Twitter/X Profile Override,Twitter/X profila ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,96342a6939a99452e676de2317f583af
LinkedIn Profile Override,LinkedIn profila ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,2d1f288d8260afdec292bbbc374cdbcc
Facebook Profile Override,Facebook profila ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,38692363c9c7c7a26995f4e77f0b58ef
GitHub Profile Override,GitHub profila ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,150ae62b6d950fbf17ab87f758e14ff9
Instagram Profile Override,Instagram profila ignorēšana,,site/modules/Ichiban/ProcessIchiban.module.php,68b8f7e5309a00d53f4e523995dbbc9a
Brand,Zīmols,,site/modules/Ichiban/ProcessIchiban.module.php,1be6f9eb563f3bf85c78b4219bf09de9
Brand identity and default visual assets for templates and metadata helpers.,Zīmola identitāte un noklusējuma vizuālie līdzekļi veidnēm un metadatu palīgiem.,,site/modules/Ichiban/ProcessIchiban.module.php,bffd3dac913f6e776adb2f20da95c8fd
Contact,Sazināties,,site/modules/Ichiban/ProcessIchiban.module.php,bbaff12800505b22a853e8b7f4eb6a22
Public contact details that templates and schema hooks can reuse.,"Publiskā kontaktinformācija, ko veidnes un shēmu āķi var izmantot atkārtoti.",,site/modules/Ichiban/ProcessIchiban.module.php,67d6ed9509d36bccced16d0aa7bb8375
Address,Adrese,,site/modules/Ichiban/ProcessIchiban.module.php,dd7bf230fde8d4836917806aff6a6b27
"Postal address values for local business sites, footers, and structured data customization.","Vietējo uzņēmumu vietņu pasta adreses vērtības, kājenes un strukturētu datu pielāgošana.",,site/modules/Ichiban/ProcessIchiban.module.php,5818ece82f911a22ea473b9ee2b27c6a
Social Profiles,Sociālie profili,,site/modules/Ichiban/ProcessIchiban.module.php,51f3fc4fe44d76eebd8b865150ee1a6d
Profile URLs used as sameAs fallbacks when dedicated SEO Identity social fields are empty.,"Profila vietrāži URL tiek izmantoti kā tādi paši kā atkāpšanās gadījumi, kad specializētie SEO identitātes sociālie lauki ir tukši.",,site/modules/Ichiban/ProcessIchiban.module.php,3a78545ec772c6443e9d47b349870832
Notes,Piezīmes,,site/modules/Ichiban/ProcessIchiban.module.php,f4c6f851b00d5518bf888815de279aba
Schema Identity,Shēmas identitāte,,site/modules/Ichiban/ProcessIchiban.module.php,606a42e50d5da8782a727ce7d894926c
These optional overrides feed the Organization/Person JSON-LD node. Leave them blank to reuse the Website values above.,"Šīs izvēles ignorēšanas plūsmas organizācijas/personas JSON-LD mezglā. Atstājiet tos tukšus, lai atkārtoti izmantotu iepriekš norādītās vietnes vērtības.",,site/modules/Ichiban/ProcessIchiban.module.php,99c1b9f2011d51a7438b9c4b7ad36daa
Custom Settings,Pielāgoti iestatījumi,,site/modules/Ichiban/ProcessIchiban.module.php,7c31e4534dad7ccfcd03b6a8a9852d88
Custom JSON,Pielāgots JSON,,site/modules/Ichiban/ProcessIchiban.module.php,880739752ffb163cd4d1c902158751a7
Optional JSON object. Keys are available through siteSetting() together with the named fields above.,"Izvēles JSON objekts. Atslēgas ir pieejamas, izmantojot siteSetting() kopā ar iepriekš minētajiem laukiem.",,site/modules/Ichiban/ProcessIchiban.module.php,755234471465857a5f547b6b6c2c93b2
"Example: {""support_hours"":""Mon-Fri 09:00-17:00""}","Piemērs: {""support_hours"":""Pr-Pk 09:00-17:00""}",,site/modules/Ichiban/ProcessIchiban.module.php,5d1112d922fa0338531ed70ffc64fc59
Template API,Veidnes API,,site/modules/Ichiban/ProcessIchiban.module.php,116f012b6102066b51644624cc86f439
"Use these helpers from templates, hooks, reports, or project code. Custom JSON keys are merged into siteSettings() and can be read with siteSetting().","Izmantojiet šos palīgus no veidnēm, āķiem, atskaitēm vai projekta kodiem. Pielāgotās JSON atslēgas tiek sapludinātas vietnē siteSettings() un tās var nolasīt, izmantojot siteSetting().",,site/modules/Ichiban/ProcessIchiban.module.php,780215433d6f1c96a3fab77b30c6439d
Named keys,Nosauktas atslēgas,,site/modules/Ichiban/ProcessIchiban.module.php,aec947bedabde02cb962be7bb5540d13
Schema identity,Shēmas identitāte,,site/modules/Ichiban/ProcessIchiban.module.php,396dcef361289ef0cf0ed8b112eda1b7
Score,Rezultāts,,site/modules/Ichiban/ProcessIchiban.module.php,5dd135d1bcfa7f63c3b7f25425c2a4a1
Missing OG image,Trūkst OG attēla,,site/modules/Ichiban/ProcessIchiban.module.php,d0cc96dfee8f0a3d92cee158a0808ab3
Title length outside target,Virsraksta garums ārpus mērķa,,site/modules/Ichiban/ProcessIchiban.module.php,5adb0ea06c1f6fc3f2a96949597abc05
Description length outside target,Apraksta garums ārpus mērķa,,site/modules/Ichiban/ProcessIchiban.module.php,14b32568602c176efce371a11782b8a1
Noindex,Noindex,,site/modules/Ichiban/ProcessIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Daily Trend,Dienas tendence,,site/modules/Ichiban/ProcessIchiban.module.php,532e811ecb99fabbb6d886d61b01be55
No Search Console rows available yet.,Vēl nav pieejama neviena Search Console rinda.,,site/modules/Ichiban/ProcessIchiban.module.php,2b70900b3b0412f3e007cd806380a683
Never checked,Nekad nav pārbaudīts,,site/modules/Ichiban/ProcessIchiban.module.php,a3ca6ea2e8305187403c445ea575b44f
"Checks a URL sample with Google URL Inspection API and groups non-indexed / problematic pages by coverage reason. Ichiban first uses Top Pages from Search Console for the last 28 days, then fills the sample with public ProcessWire pages sorted by path. This is a cached site scan, not Google’s full Page indexing aggregate report.","Pārbauda URL paraugu, izmantojot Google URL Inspection API, un grupē neindeksētās / problemātiskās lapas pēc pārklājuma iemesla. Ichiban vispirms izmanto populārākās lapas no Search Console pēdējās 28 dienās, pēc tam aizpilda paraugu ar publiskām ProcessWire lapām, kas sakārtotas pēc ceļa. Šī ir kešatmiņā saglabāta vietņu skenēšana, nevis Google pilns lapas indeksēšanas apkopotais pārskats.",,site/modules/Ichiban/ProcessIchiban.module.php,dfef1b773586997dd81ab60a2891da12
Scan indexing issues,Skenēšanas indeksēšanas problēmas,,site/modules/Ichiban/ProcessIchiban.module.php,ac5bd2bb3ce576b744c2be7db31222c0
Open Page Indexing,Atveriet lapas indeksēšanu,,site/modules/Ichiban/ProcessIchiban.module.php,e3847e7954abcf7cf678e942167aedec
Indexed,Indeksēts,,site/modules/Ichiban/ProcessIchiban.module.php,cccd5fd8c8f59fe9373c56b1b951780c
Checked URLs,Pārbaudīts URLs,,site/modules/Ichiban/ProcessIchiban.module.php,904dbbd89baa6d1d2446e23cef059d50
Last scan,Pēdējā skenēšana,,site/modules/Ichiban/ProcessIchiban.module.php,5eb0c210307a8c254e190ca67c030910
"No indexing scan yet. Click Scan indexing issues to inspect Top Pages from Search Console first, then public ProcessWire pages if more URLs are needed.","Indeksēšanas skenēšana vēl nav veikta. Noklikšķiniet uz Skenēt indeksēšanas problēmas, lai vispirms pārbaudītu populārākās lapas no Search Console, pēc tam publiskās ProcessWire lapas, ja nepieciešams vairāk URLs.",,site/modules/Ichiban/ProcessIchiban.module.php,a10e2f97cdadc6e270037d18558d0c27
No indexing issues found in the checked URL sample.,Pārbaudītajā URL paraugā netika atrastas nekādas indeksēšanas problēmas.,,site/modules/Ichiban/ProcessIchiban.module.php,b756b124b0fad1cc25ca1133b192d724
Page / query,Lapa / vaicājums,,site/modules/Ichiban/ProcessIchiban.module.php,3a3f4c0161d295393accbecac2bc428b
View all,Skatīt visu,,site/modules/Ichiban/ProcessIchiban.module.php,0b4db271fc4624853e634ef6882ea8be
Impressions,Iespaidi,,site/modules/Ichiban/ProcessIchiban.module.php,6cdec37eda6ac1eec892e4bf19aaa78c
CTR,CTR,,site/modules/Ichiban/ProcessIchiban.module.php,ff2a7a5418a49af64a57ef3cf31d7721
Position,Pozīcija,,site/modules/Ichiban/ProcessIchiban.module.php,52f5e0bc3859bc5f5e25130b6c7e8881
Edit,Rediģēt,,site/modules/Ichiban/ProcessIchiban.module.php,7dce122004969d56ae2e0245cb754d35
n/a,n/a,,site/modules/Ichiban/ProcessIchiban.module.php,274b68192b056e268f128ff63bfcd4a4
%s rows,%s rindas,,site/modules/Ichiban/ProcessIchiban.module.php,4a79f8950c64f34c7a1775ba32a63c33
Last updated %s,Pēdējo reizi atjaunināts %s,,site/modules/Ichiban/ProcessIchiban.module.php,8ce8cbf23b58eb6bd25d8f6656ccb3c7
Last updated unavailable,Pēdējā atjaunināšana nav pieejama,,site/modules/Ichiban/ProcessIchiban.module.php,bcb32f4e876af737c79fdfe0d0604b4e
Disconnect GSC,Atvienojiet GSC,,site/modules/Ichiban/ProcessIchiban.module.php,a87147a0aa4632b246a3373c114f35e3
Device,Ierīce,,site/modules/Ichiban/ProcessIchiban.module.php,e0ac20adce6ffee48c7151b070aa5737
Social,Sociālie,,site/modules/Ichiban/InputfieldIchiban.module.php,f431e17ea0081a3c9e51fc240221ee21
Search result fields,Meklēšanas rezultātu lauki,,site/modules/Ichiban/InputfieldIchiban.module.php,50ddcee6d670e0f82652c53fe4ee846d
Meta Title,Meta virsraksts,,site/modules/Ichiban/InputfieldIchiban.module.php,c4144f455327c502b8916e1556478ad7
Meta Description,Meta apraksts,,site/modules/Ichiban/InputfieldIchiban.module.php,81a35ec1dc4a194f938b211a86a57826
Canonical URL,Kanoniskais URL,,site/modules/Ichiban/InputfieldIchiban.module.php,ee096b45f2e0dcd83771ea27b049c76a
Noindex,Noindex,,site/modules/Ichiban/InputfieldIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Nofollow,Nofollow,,site/modules/Ichiban/InputfieldIchiban.module.php,ded50d13cb30cf23b301590bd0d1605a
Open Graph,Open Graph,,site/modules/Ichiban/InputfieldIchiban.module.php,9d003c21ab5fb8409c51e901aed5576d
OG Type,OG tips,,site/modules/Ichiban/InputfieldIchiban.module.php,81df20e18c231f5d495009c42749d511
Controls the Open Graph object type shared to social networks.,"Kontrolē Open Graph objekta veidu, kas koplietots sociālajos tīklos.",,site/modules/Ichiban/InputfieldIchiban.module.php,97087059c324ab1880fe4c87e022b3ae
OG Title,OG nosaukums,,site/modules/Ichiban/InputfieldIchiban.module.php,d99b661dd6dc723e9a1e70b594155cac
OG Description,OG Apraksts,,site/modules/Ichiban/InputfieldIchiban.module.php,ba6f9c249f327d5a9c5583435db25fe4
OG Image URL,OG Attēls URL,,site/modules/Ichiban/InputfieldIchiban.module.php,516ef25bab3cd7ec09e6bd057ca4ac36
OG Image Alt,OG Attēls Alt,,site/modules/Ichiban/InputfieldIchiban.module.php,8dcac293ef065a190312745716f1949b
Twitter / X,Twitter / X,,site/modules/Ichiban/InputfieldIchiban.module.php,d7408a4f398e73504921481b9e3ba03d
Card Type,Kartes veids,,site/modules/Ichiban/InputfieldIchiban.module.php,379c80c789f0f3e0165b5e6d5df839ca
Large image cards usually perform better for editorial and marketing pages.,Lielas attēlu kartes parasti darbojas labāk redakcijas un mārketinga lapās.,,site/modules/Ichiban/InputfieldIchiban.module.php,73c2d1e0aa38e6714fe6825753c36c43
Twitter Creator Handle,Twitter veidotāja rokturis,,site/modules/Ichiban/InputfieldIchiban.module.php,050dfaab05f8bd1f430f7ddb1ab9063b
Structured data,Strukturēti dati,,site/modules/Ichiban/InputfieldIchiban.module.php,09c0d35fcf533a857f668781e02c37a3
Schema Type,Shēmas veids,,site/modules/Ichiban/InputfieldIchiban.module.php,7c326ab5625a20ebb1aae5587445df0c
Use a standard Schema.org type or pick one of the custom schemas created in SEO > Schemas.,"Izmantojiet standarta Schema.org veidu vai izvēlieties kādu no pielāgotajām shēmām, kas izveidotas sadaļā SEO > Shēmas.",,site/modules/Ichiban/InputfieldIchiban.module.php,abd3083eb1a2c4a52cc5ddc596ae0b5d
Generated output,Ģenerēta izvade,,site/modules/Ichiban/InputfieldIchiban.module.php,2cfad7e59fdae5fdfa5dcf1e7d1e3547
Sitemap entry,Vietnes kartes ieraksts,,site/modules/Ichiban/InputfieldIchiban.module.php,2fa7940a68a52311fe8cda9dceca0ace
